------Table Size ( 2000000 ) ------
Eps      d       w       MeanS   MedianS
2        160     12500   622.724788782333        634.190644654472
2        160     12500   622.666024884372        632.019953502879
2        160     12500   622.681613542297        630.232762602595
2        250     8000    639.884536194346        200.370539094156
2        250     8000    639.864654436332        179.932253384953
2        250     8000    639.875387821886        200.476870383327
2        250     8000    639.903818380456        217.487565044199
2        250     8000    639.936416090735        232.061338139192
2        250     8000    639.955531625719        244.696012583722
2        320     6250    633.322351477914        221.144850424243
2        320     6250    633.328253464257        211.595322504384
2        320     6250    633.358249746321        220.753220953983
2        320     6250    633.360858567747        229.630328825703
2        320     6250    633.342896328226        238.041973985738
2        320     6250    633.421518669354        246.171246761987
2        400     5000    634.481784233897        225.438610461284
2        400     5000    634.50162301813         218.072039504808
2        400     5000    634.550482149323        225.17917744087
2        400     5000    634.570679764555        232.29607400568
2        400     5000    634.601797637389        239.14384922826
2        400     5000    634.682271517409        245.743117534057
2        500     4000    640.60153852416         133.070834867337
2        500     4000    640.628940869128        108.125393417735
2        500     4000    640.626678572946        133.082338764702
2        500     4000    640.666405521914        151.496874452586
2        500     4000    640.656990541359        165.953239220568
2        500     4000    640.567640203601        177.795828265428
2        625     3200    660.276903374522        124.153919191549
2        625     3200    660.29097701404         105.017570368087
2        625     3200    660.29908999914         123.969679392135
2        625     3200    660.285361693048        139.0770619516
2        625     3200    660.321504839543        150.846350457037
2        625     3200    660.278325173806        161.114369655328
